"rs_frs";"type_transaction";"num_dossier";"code_douane";"code_frs";"num_repertoire";"date_depot";"nbre_total_art";"type_transaction";"val_nette";"emballage";"mise_a_fob";"fret";"autre_frais";"nom_signat_declarant";"date_signat_declarant";"code_pays_provenance";"lib_pays_provenance";"code_pays_achat";"lib_pays_achat";"code_pays_premier_destination";"lib_pays__premier_destination";"code_pays_destination_defi";"lib_pays__destination_defi";"code_devise_ptfn";"code_incoterme";"desig_incoterme";"ptfn";"fob_mont_devise";"code_nat_autoris";"lib_nat_autoris"
"ALUCOIL";1;332;"1283193D";"5";100;"2024-04-13 00:00:00";1;1;96827.82;0;0;0;0;"NAJEH BEN KRAIEM";"2024-04-13 00:00:00";"ES";"ESPAGNE";"ES";"ESPAGNE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FCA";"FCA.FRANCO-TRANSPORT";96827.82;96827.82;"";""
"ALUMINCO ";1;334;"1283193D";"29";100;"2024-04-13 00:00:00";1;1;25683.27;0;0;0;0;"NAJEH BEN KRAIEM";"2024-04-13 00:00:00";"GR";"GRECE";"GR";"GRECE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"EXW";"DEPART USINE";25683.27;26500;"";""
"QALEX";1;333;"1283193D";"17";100;"2024-04-13 00:00:00";1;1;481.85;0;0;0;0;"NAJEH BEN KRAIEM";"2024-04-13 00:00:00";"QA";"QUATAR";"QA";"QUATAR";"TN";"TUNISIE";"TN";"TUNISIE";"USD";"EXW";"DEPART USINE";481.85;500;"";""
"ZED SRL";1;330;"00004K";"1";1;"2024-04-12 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-04-12 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;331;"00004K";"1";1;"2024-04-12 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-04-12 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"TREMCO CPG FRANCE SAS";1;328;"1283193D";"10";1975;"2024-04-12 00:00:00";1;1;51777.03;0;0;0;0;"MOHAMED HEDI AMOUS";"2024-04-12 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FCA";"FCA.FRANCO-TRANSPORT";51777.03;51777.03;"33";"Facture Commerciale : (FC)"
"TREMCO CPG FRANCE SAS";1;329;"1283193D";"10";1976;"2024-04-12 00:00:00";1;1;51777.03;0;0;0;0;"MOHAMED HEDI AMOUS";"2024-04-12 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FCA";"FCA.FRANCO-TRANSPORT";51777.03;51777.03;"33";"Facture Commerciale : (FC)"
"LIBYAN TUNISIAN JOINT STOCK COMPANY";2;325;"1283193D";"12";100;"2024-04-08 00:00:00";1;2;28532.6;0;0;0;0;"NAJEH BEN KRAIEM";"2024-04-08 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"LY";"LIBYE";"LY";"LIBYE";"EUR";"EXW";"DEPART USINE";28532.6;30000;"";""
"LIBYAN TUNISIAN JOINT STOCK COMPANY";2;326;"1283193D";"12";50932;"2023-11-07 00:00:00";1;2;49172.5;0;0;0;0;"MOHAMED HEDI AMOUS";"2024-04-08 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"LY";"LIBYE";"LY";"LIBYE";"EUR";"EXW";"DEPART USINE";5232.6;51000;"22";"Facture Definitive a l'Export : (FDE)"
"LIBYAN TUNISIAN JOINT STOCK COMPANY";2;327;"1283193D";"12";50931;"2024-02-05 00:00:00";1;2;62400;0;0;0;0;"MOHAMED HEDI AMOUS";"2024-04-08 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"LY";"LIBYE";"LY";"LIBYE";"EUR";"EXW";"DEPART USINE";23300;63500;"";""
"CONNAN";1;324;"1283193D";"53";1973;"2024-04-06 00:00:00";1;1;50;0;0;0;0;"MOHAMED HEDI AMOUS";"2024-04-06 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"CFR";"C.F.";50;45;"33";"Facture Commerciale : (FC)"
"ALUCOIL";1;323;"1283193D";"5";1973;"2024-01-10 00:00:00";1;1;10000;0;0;0;0;"MOHAMED HEDI AMOUS";"2024-04-05 00:00:00";"ES";"ESPAGNE";"ES";"ESPAGNE";"TN";"TUNISIE";"TN";"TUNISIE";"TND";"CFR";"C.F.";5000;9000;"39";"Admission Temporaire : (AT)"
"ALUCOIL";1;319;"1283193D";"5";1955;"2024-01-10 00:00:00";1;1;10000;0;0;0;0;"MOHAMED HEDI AMOUS";"2024-04-04 00:00:00";"ES";"ESPAGNE";"ES";"ESPAGNE";"TN";"TUNISIE";"TN";"TUNISIE";"TND";"CFR";"C.F.";10000;9000;"39";"Admission Temporaire : (AT)"
"HEXAGON INTERNATIONAL";2;318;"1283193D";"9";50929;"2024-04-04 00:00:00";1;2;152158.62;0;0;0;0;"MOHAMED HEDI AMOUS";"2024-04-04 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"CD";"CONGO";"CD";"CONGO";"EUR";"CFR";"C.F.";152158.62;150000;"22";"Facture Definitive a l'Export : (FDE)"
"ALUCOIL";1;320;"1283193D";"5";1971;"2024-01-08 00:00:00";1;1;105626.92;0;0;0;0;"MOHAMED HEDI AMOUS";"2024-04-04 00:00:00";"ES";"ESPAGNE";"ES";"ESPAGNE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FCA";"FCA.FRANCO-TRANSPORT";13153.92;105626.92;"39";"Admission Temporaire : (AT)"
"ALUCOIL";1;321;"1283193D";"5";1972;"2024-01-10 00:00:00";1;1;10000;0;0;0;0;"MOHAMED HEDI AMOUS";"2024-04-04 00:00:00";"ES";"ESPAGNE";"ES";"ESPAGNE";"TN";"TUNISIE";"TN";"TUNISIE";"TND";"CFR";"C.F.";5000;9000;"39";"Admission Temporaire : (AT)"
"HEXAGON INTERNATIONAL";2;322;"1283193D";"9";50930;"2024-04-04 00:00:00";2;2;146592.86;0;0;0;0;"MOHAMED HEDI AMOUS";"2024-04-04 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"CD";"CONGO";"CD";"CONGO";"EUR";"CFR";"C.F.";146592.86;145000;"22";"Facture Definitive a l'Export : (FDE)"
"HEXAGON INTERNATIONAL";2;317;"1283193D";"9";50928;"2024-04-04 00:00:00";3;2;316494.02;0;0;0;0;"MOHAMED HEDI AMOUS";"2024-04-04 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"CD";"CONGO";"CD";"CONGO";"USD";"CFR";"C.F.";316494.02;315000;"22";"Facture Definitive a l'Export : (FDE)"
"HEXAGON INTERNATIONAL";2;316;"1283193D";"9";50927;"2024-04-04 00:00:00";3;2;316494.02;0;0;0;0;"MOHAMED HEDI AMOUS";"2024-04-04 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"CD";"CONGO";"CD";"CONGO";"EUR";"CFR";"C.F.";316494.02;315000;"22";"Facture Definitive a l'Export : (FDE)"
"LIBYAN TUNISIAN JOINT STOCK COMPANY";2;312;"1283193D";"12";100;"2024-04-03 00:00:00";1;2;26951.14;0;0;0;0;"NAJEH BEN KRAIEM";"2024-04-03 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"LY";"LIBYE";"LY";"LIBYE";"EUR";"EXW";"DEPART USINE";26951.14;28000;"";""
"LIBYAN TUNISIAN JOINT STOCK COMPANY";2;313;"1283193D";"12";50925;"2024-02-05 00:00:00";3;2;62400;0;0;0;0;"MOHAMED HEDI AMOUS";"2024-04-03 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"LY";"LIBYE";"LY";"LIBYE";"EUR";"EXW";"DEPART USINE";16851.87;63500;"";""
"LIBYAN TUNISIAN JOINT STOCK COMPANY";2;314;"1283193D";"12";50926;"2023-11-07 00:00:00";1;2;49172.5;0;0;0;0;"MOHAMED HEDI AMOUS";"2024-04-03 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"LY";"LIBYE";"LY";"LIBYE";"EUR";"EXW";"DEPART USINE";10099.27;51000;"22";"Facture Definitive a l'Export : (FDE)"
"HEXAGON INTERNATIONAL";2;315;"1283193D";"9";100;"2024-04-03 00:00:00";1;2;146592.86;0;0;0;0;"NAJEH BEN KRAIEM";"2024-04-03 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"CG";"CONGO";"CG";"CONGO";"EUR";"CFR";"C F";146592.86;144000;"";""
"LIBYAN TUNISIAN JOINT STOCK COMPANY";2;311;"1283193D";"12";100;"2024-04-02 00:00:00";1;2;26951.14;0;0;0;0;"NAJEH BEN KRAIEM";"2024-04-02 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"LY";"LIBYE";"LY";"LIBYE";"EUR";"EXW";"DEPART USINE";26951.14;27500;"";""
"HEXAGON INTERNATIONAL";2;309;"1283193D";"9";100;"2024-04-02 00:00:00";1;2;316494.02;0;0;0;0;"NAJEH BEN KRAIEM";"2024-04-02 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"CG";"CONGO";"CG";"CONGO";"USD";"CFR";"C F";316494.02;315000;"";""
"HEXAGON INTERNATIONAL";2;310;"1283193D";"9";100;"2024-04-02 00:00:00";1;2;152158.62;0;0;0;0;"NAJEH BEN KRAIEM";"2024-04-02 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"CG";"CONGO";"CG";"CONGO";"EUR";"CFR";"C F";152158.62;150000;"";""
"HEXAGON INTERNATIONAL";2;308;"1283193D";"9";100;"2024-04-02 00:00:00";1;2;152158.62;0;0;0;0;"NAJEH BEN KRAIEM";"2024-04-02 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"CD";"CONGO";"CD";"CONGO";"EUR";"CFR";"CF";152158.62;150000;"";""
"STAC";1;304;"1283193D";"52";100;"2024-04-01 00:00:00";1;1;1939.38;0;0;0;0;"NAJEH BEN KRAIEM";"2024-04-01 00:00:00";"ES";"ESPAGNE";"ES";"ESPAGNE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"EXW";"DEPART USINE";1939.38;2050;"";""
"ALUCOIL";1;307;"1283193D";"5";100;"2024-04-01 00:00:00";1;1;13153.92;0;0;0;0;"NAJEH BEN KRAIEM";"2024-04-01 00:00:00";"ES";"ESPAGNE";"ES";"ESPAGNE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FCA";"FCA.FRANCO-TRANSPORT";13153.92;13153.92;"";""
"HEXAGON INTERNATIONAL";2;305;"1283193D";"9";100;"2024-04-01 00:00:00";1;2;316494.02;0;0;0;0;"NAJEH BEN KRAIEM";"2024-04-01 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"CD";"CONGO";"CD";"CONGO";"USD";"CFR";"CF";316494.02;314000;"";""
"HEXAGON INTERNATIONAL";2;306;"1283193D";"9";100;"2024-04-01 00:00:00";1;2;152158.62;0;0;0;0;"NAJEH BEN KRAIEM";"2024-04-01 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"CD";"CONGO";"CD";"CONGO";"EUR";"CFR";"CF";152158.62;150000;"";""
"ZED SRL";1;301;"00004K";"1";1;"2024-03-28 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-03-28 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;302;"00004K";"1";1;"2024-03-28 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-03-28 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"POLYCOFFRE";2;299;"1222506N";"4";50924;"2024-02-19 00:00:00";3;2;69753.6;0;0;0;0;"BAYRAM KAMOUN";"2024-03-28 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"MA";"MAROC";"MA";"MAROC";"EUR";"CFR";"C.F.";66753.6;68000;"22";"Facture Definitive a l'Export : (FDE)"
"POLYCOFFRE";2;300;"1222506N";"4";50925;"2024-02-19 00:00:00";3;2;69753.6;0;0;0;0;"BAYRAM KAMOUN";"2024-03-28 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"MA";"MAROC";"MA";"MAROC";"EUR";"CFR";"C.F.";66753.6;68000;"22";"Facture Definitive a l'Export : (FDE)"
"ZED SRL";1;303;"00004K";"1";1;"2024-03-28 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-03-28 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"POLYCOFFRE";2;298;"1222506N";"4";100;"2024-03-26 00:00:00";1;2;66753.6;0;0;0;0;"NAJEH BEN KRAIEM";"2024-03-26 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"MA";"MAROC";"MA";"MAROC";"EUR";"CFR";"C.F.";66753.6;65000;"";""
"ALJAWDA AFRICAN JOINT CO ";2;297;"1283193D";"13";50923;"2024-03-11 00:00:00";1;2;12950;0;0;0;0;"MOHAMED HEDI AMOUS";"2024-03-26 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"LY";"LIBYE";"LY";"LIBYE";"EUR";"EXW";"DEPART USINE";29350;13500;"22";"Facture Definitive a l'Export : (FDE)"
"ALJAWDA AFRICAN JOINT CO ";2;293;"1283193D";"13";100;"2024-03-25 00:00:00";1;2;29350;0;0;0;0;"NAJEH BEN KRAIEM";"2024-03-25 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"LY";"LIBYE";"LY";"LIBYE";"EUR";"EXW";"DEPART USINE";29350;30500;"";""
"ASSA ABLOY";1;294;"1283193D";"25";1969;"2024-03-25 00:00:00";1;1;4673;0;0;0;0;"MOHAMED HEDI AMOUS";"2024-03-25 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FCA";"FCA.FRANCO-TRANSPORT";4673;4673;"39";"Admission Temporaire : (AT)"
"ASSA ABLOY";1;296;"1283193D";"25";1970;"2024-03-25 00:00:00";1;1;4673;0;0;0;0;"MOHAMED HEDI AMOUS";"2024-03-25 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FCA";"FCA.FRANCO-TRANSPORT";4673;4673;"39";"Admission Temporaire : (AT)"
"ASSA ABLOY";1;295;"1283193D";"25";1970;"2024-03-25 00:00:00";1;1;4673;0;0;0;0;"MOHAMED HEDI AMOUS";"2024-03-25 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FCA";"FCA.FRANCO-TRANSPORT";4673;4673;"39";"Admission Temporaire : (AT)"
"ZED SRL";1;291;"00004K";"1";1;"2024-03-21 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-03-21 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;292;"00004K";"1";1;"2024-03-21 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-03-21 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;290;"00004K";"1";1;"2024-03-21 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-03-21 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"SILVER AUTOMATION";1;289;"1222506N";"51";1968;"2024-03-19 00:00:00";1;1;964;0;0;0;0;"BAYRAM KAMOUN";"2024-03-19 00:00:00";"CN";"CHINE";"CN";"CHINE";"TN";"TUNISIE";"TN";"TUNISIE";"USD";"CFR";"C.F.";964;940;"33";"Facture Commerciale : (FC)"
"ZED SRL";1;288;"00004K";"1";1;"2024-03-19 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-03-19 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;287;"00004K";"1";1;"2024-03-19 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-03-19 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;284;"00004K";"1";1;"2024-03-16 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-03-16 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;285;"00004K";"1";1;"2024-03-16 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-03-16 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;286;"00004K";"1";1;"2024-03-16 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-03-16 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;281;"00004K";"1";1;"2024-03-16 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-03-16 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;282;"00004K";"1";1;"2024-03-16 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-03-16 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;283;"00004K";"1";1;"2024-03-16 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-03-16 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;280;"00004K";"1";1;"2024-03-14 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-03-14 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ALJAWDA AFRICAN JOINT CO ";2;278;"1283193D";"13";50921;"2024-03-11 00:00:00";1;2;12950;0;0;0;0;"MOHAMED HEDI AMOUS";"2024-03-12 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"LY";"LIBYE";"LY";"LIBYE";"EUR";"EXW";"DEPART USINE";12950;13500;"22";"Facture Definitive a l'Export : (FDE)"
"ALJAWDA AFRICAN JOINT CO ";2;279;"1283193D";"13";50922;"2024-02-28 00:00:00";1;2;14500;0;0;0;0;"MOHAMED HEDI AMOUS";"2024-03-12 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"LY";"LIBYE";"LY";"LIBYE";"EUR";"EXW";"DEPART USINE";74000;15500;"22";"Facture Definitive a l'Export : (FDE)"
"ALJAWDA AFRICAN JOINT CO ";2;276;"1283193D";"13";100;"2024-03-11 00:00:00";1;2;86950;0;0;0;0;"NAJEH BEN KRAIEM";"2024-03-11 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"LY";"LIBYE";"LY";"LIBYE";"EUR";"EXW";"DEPART USINE";86950;87500;"";""
"POLYCOFFRE";2;275;"1222506N";"4";50919;"2024-02-19 00:00:00";2;2;69753.6;0;0;0;0;"BAYRAM KAMOUN";"2024-03-11 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"MA";"MAROC";"MA";"MAROC";"EUR";"CFR";"C.F.";32155.2;68000;"22";"Facture Definitive a l'Export : (FDE)"
"ALJAWDA AFRICAN JOINT CO ";2;277;"1283193D";"13";50920;"2024-03-11 00:00:00";1;2;12950;0;0;0;0;"MOHAMED HEDI AMOUS";"2024-03-11 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"LY";"LIBYE";"LY";"LIBYE";"EUR";"EXW";"DEPART USINE";12950;13500;"22";"Facture Definitive a l'Export : (FDE)"
"POLYCOFFRE";2;274;"1222506N";"4";100;"2024-03-08 00:00:00";1;2;32155.2;0;0;0;0;"NAJEH BEN KRAIEM";"2024-03-08 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"MA";"MAROC";"MA";"MAROC";"EUR";"CFR";"C.F.";32155.2;31000;"";""
"ALUMINCO ";1;273;"1283193D";"29";1968;"2024-03-04 00:00:00";3;1;15746.61;0;0;0;0;"MOHAMED HEDI AMOUS";"2024-03-07 00:00:00";"FR";"FRANCE";"GR";"GRECE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"EXW";"DEPART USINE";15746.61;16000;"39";"Admission Temporaire : (AT)"
"D+H FRANCE";1;272;"1283193D";"48";1967;"2024-03-06 00:00:00";1;1;10874.08;0;0;0;0;"MOHAMED HEDI AMOUS";"2024-03-06 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"CFR";"C.F.";10874.08;10000;"33";"Facture Commerciale : (FC)"
"ALUMINCO ";1;271;"1283193D";"29";1966;"2024-03-04 00:00:00";3;1;15746.61;0;0;0;0;"MOHAMED HEDI AMOUS";"2024-03-05 00:00:00";"FR";"FRANCE";"GR";"GRECE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"EXW";"DEPART USINE";15746.61;16000;"39";"Admission Temporaire : (AT)"
"ALUMINCO ";1;270;"1283193D";"29";1965;"2024-03-04 00:00:00";3;1;15746.61;0;0;0;0;"MOHAMED HEDI AMOUS";"2024-03-04 00:00:00";"FR";"FRANCE";"GR";"GRECE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"EXW";"DEPART USINE";15746.61;16000;"39";"Admission Temporaire : (AT)"
"ALUMINCO";1;269;"1283193D";"46";100;"2024-03-02 00:00:00";1;1;15746.61;0;0;0;0;"NAJEH BEN KRAIEM";"2024-03-02 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"EXW";"DEPART USINE";15746.61;16500;"";""
"ZED SRL";1;264;"00004K";"1";1;"2024-03-01 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-03-01 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;268;"00004K";"1";1;"2024-03-01 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-03-01 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;265;"00004K";"1";1;"2024-03-01 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-03-01 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;267;"00004K";"1";1;"2024-03-01 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-03-01 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;266;"00004K";"1";1;"2024-03-01 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-03-01 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"HYDRO BUILDING SYSTEMS ";1;263;"1283193D";"7";1964;"2024-02-29 00:00:00";2;1;90;0;0;0;0;"MOHAMED HEDI AMOUS";"2024-02-29 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"CFR";"C.F.";90;85;"33";"Facture Commerciale : (FC)"
"ALJAWDA AFRICAN JOINT CO ";2;262;"1283193D";"13";50918;"2024-02-28 00:00:00";1;2;14500;0;0;0;0;"MOHAMED HEDI AMOUS";"2024-02-28 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"LY";"LIBYE";"LY";"LIBYE";"EUR";"EXW";"DEPART USINE";14500;15500;"22";"Facture Definitive a l'Export : (FDE)"
"ALJAWDA AFRICAN JOINT CO ";2;261;"1283193D";"13";50917;"2024-02-28 00:00:00";1;2;16800;0;0;0;0;"MOHAMED HEDI AMOUS";"2024-02-28 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"LY";"LIBYE";"LY";"LIBYE";"EUR";"EXW";"DEPART USINE";16800;17500;"22";"Facture Definitive a l'Export : (FDE)"
"ALJAWDA AFRICAN JOINT CO ";2;259;"1283193D";"13";50917;"2024-02-27 00:00:00";1;2;31300;0;0;0;0;"STE ((MAS))";"2024-02-27 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"LY";"LIBYE";"LY";"LIBYE";"EUR";"EXW";"DEPART USINE";31300;32000;"22";"Facture Definitive a l'Export : (FDE)"
"HEXAGON INTERNATIONAL";2;258;"1283193D";"9";100;"2024-02-27 00:00:00";1;2;316494.02;0;0;0;0;"NAJEH BEN KRAIEM";"2024-02-27 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"CD";"CONGO";"CD";"CONGO";"USD";"CFR";"C F";316494.02;315500;"";""
"ALJAWDA AFRICAN JOINT CO ";2;260;"1283193D";"13";100;"2024-02-27 00:00:00";1;2;31300;0;0;0;0;"NAJEH BEN KRAIEM";"2024-02-27 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"LY";"LIBYE";"LY";"LIBYE";"EUR";"EXW";"DEPART USINE";31300;32000;"";""
"ZED SRL";1;246;"00004K";"1";1;"2024-02-26 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-02-26 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;240;"00004K";"1";1;"2024-02-26 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-02-26 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;241;"00004K";"1";1;"2024-02-26 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-02-26 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;255;"00004K";"1";1;"2024-02-26 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-02-26 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
